# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-11-04 11:29:57 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05427965 SPRING HARBOR STORM SEWER AT MADISON, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05427965
#            TS   parameter     statistic     Description
#        155018       00060     00003     Discharge, cubic feet per second (Mean)
#        225457       00940     00003     Chloride, water, filtered, milligrams per liter (Mean)
#        225458       70290     00003     Chloride, water, dissolved, short tons per day (Mean)
#        225461       91050     00003     Phosphorus, water, unfiltered, pounds of phosphorus per day (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	155018_00060_00003	155018_00060_00003_cd	225457_00940_00003	225457_00940_00003_cd	225458_70290_00003	225458_70290_00003_cd	225461_91050_00003	225461_91050_00003_cd
USGS	05427965	2015-02-23	0.18	A	60.0	A	0.03	A		
USGS	05427965	2015-02-24	0.17	A	4.9	A	0.00	A		
USGS	05427965	2015-02-25	0.17	A	2.3	A	0.00	A		
USGS	05427965	2015-02-26	0.20	A	1.6	A	0.00	A		
USGS	05427965	2015-02-27	0.21	A	1.5	A	0.00	A		
USGS	05427965	2015-02-28	0.20	A	1.4	A	0.00	A		
USGS	05427965	2015-03-01	0.28	A	2.0	A	0.00	A		
USGS	05427965	2015-03-02	0.17	A	2.1	A	0.00	A		
USGS	05427965	2015-03-03	0.19	A	1.7	A	0.00	A		
USGS	05427965	2015-03-04	0.15	A	1.6	A	0.00	A		
USGS	05427965	2015-03-05	0.15	A	1.4	A	0.00	A		
USGS	05427965	2015-03-06	0.15	A	1.6	A	0.00	A		
USGS	05427965	2015-03-07	0.62	A	4.1	A	0.01	A		
USGS	05427965	2015-03-08	3.93	A	1060	A	9.69	A		
USGS	05427965	2015-03-09	8.47	A	659	A	12.2	A		
USGS	05427965	2015-03-10	5.49	A	675	A	8.68	A		
USGS	05427965	2015-03-11	2.64	A	703	A	4.97	A		
USGS	05427965	2015-03-12	1.13	A	662	A	2.00	A		
USGS	05427965	2015-03-13	0.79	A	567	A	1.19	A		
USGS	05427965	2015-03-14	0.52	A	545	A	0.76	A		
USGS	05427965	2015-03-15	0.33	A	574	A	0.51	A		
USGS	05427965	2015-03-16	0.22	A	555	A	0.33	A		
USGS	05427965	2015-03-17	0.16	A	504	A	0.21	A		
USGS	05427965	2015-03-18	0.12	A	387	A	0.13	A		
USGS	05427965	2015-03-19	0.13	A	306	A	0.11	A		
USGS	05427965	2015-03-20	0.11	A	296	A	0.09	A		
USGS	05427965	2015-03-21	0.12	A	288	A	0.09	A		
USGS	05427965	2015-03-22	0.12	A	282	A	0.09	A		
USGS	05427965	2015-03-23	0.34	A	2100	A	2.39	A		
USGS	05427965	2015-03-24	0.33	A	2020	A	1.78	A		
USGS	05427965	2015-03-25	3.87	A	900	A	9.18	A		
USGS	05427965	2015-03-26	1.12	A	829	A	2.49	A		
USGS	05427965	2015-03-27	0.36	A	818	A	0.79	A		
USGS	05427965	2015-03-28	0.22	A	810	A	0.48	A		
USGS	05427965	2015-03-29	0.31	A	890	A	0.84	A		
USGS	05427965	2015-03-30	0.17	A	752	A	0.36	A		
USGS	05427965	2015-03-31	0.12	A	583	A	0.19	A		
USGS	05427965	2015-04-01	0.11	A	469	A	0.14	A		
USGS	05427965	2015-04-02	0.11	A	460	A	0.14	A		
USGS	05427965	2015-04-03	0.10	A	434	A	0.12	A		
USGS	05427965	2015-04-04	0.11	A	328	A	0.09	A		
USGS	05427965	2015-04-05	0.10	A	338	A	0.09	A		
USGS	05427965	2015-04-06	0.40	A	316	A	0.33	A		
USGS	05427965	2015-04-07	5.14	A	371	A	1.71	A		
USGS	05427965	2015-04-08	11.6	A	578	A	16.6	A		
USGS	05427965	2015-04-09	26.1	A	256	A	16.3	A		
USGS	05427965	2015-04-10	4.31	A	288	A	3.29	A		
USGS	05427965	2015-04-11	0.76	A	305	A	0.63	A		
USGS	05427965	2015-04-12	0.31	A	314	A	0.27	A		
USGS	05427965	2015-04-13	0.77	A	236	A	0.41	A		
USGS	05427965	2015-04-14	0.28	A	330	A	0.25	A		
USGS	05427965	2015-04-15	0.15	A	348	A	0.14	A		
USGS	05427965	2015-04-16	0.06	A	330	A	0.05	A		
USGS	05427965	2015-04-17	0.05	A	293	A	0.04	A		
USGS	05427965	2015-04-18	0.05	A	275	A	0.04	A		
USGS	05427965	2015-04-19	0.36	A	252	A	0.10	A		
USGS	05427965	2015-04-20	4.51	A	218	A	2.30	A		
USGS	05427965	2015-04-21	0.61	A	299	A	0.49	A		
USGS	05427965	2015-04-22	0.31	A	307	A	0.26	A		
USGS	05427965	2015-04-23	0.25	A	313	A	0.21	A		
USGS	05427965	2015-04-24	2.42	A	253	A	0.83	A		
USGS	05427965	2015-04-25	1.21	A	255	A	0.82	A		
USGS	05427965	2015-04-26	0.33	A	266	A	0.24	A		
USGS	05427965	2015-04-27	0.23	A	276	A	0.18	A		
USGS	05427965	2015-04-28	0.20	A	297	A	0.16	A		
USGS	05427965	2015-04-29	0.13	A	290	A	0.11	A		
USGS	05427965	2015-04-30	0.08	A	296	A	0.06	A		
USGS	05427965	2015-05-01	0.01	A	258	A	0.01	A		
USGS	05427965	2015-05-02	0.00	A	47.8	A	0.00	A		
USGS	05427965	2015-05-03	0.00	A	12.0	A	0.00	A		
USGS	05427965	2015-05-04	4.68	A	175	A	1.52	A		
USGS	05427965	2015-05-05	7.56	A	151	A	2.54	A		
USGS	05427965	2015-05-06	2.09	A	161	A	0.90	A		
USGS	05427965	2015-05-07	0.54	A	169	A	0.25	A		
USGS	05427965	2015-05-08	0.24	A	174	A	0.11	A		
USGS	05427965	2015-05-09	0.08	A	208	A	0.05	A		
USGS	05427965	2015-05-10	0.02	A	228	A	0.01	A		
USGS	05427965	2015-05-11	1.98	A	154	A	0.56	A		
USGS	05427965	2015-05-12	0.55	A	147	A	0.22	A		
USGS	05427965	2015-05-13	0.20	A	163	A	0.09	A		
USGS	05427965	2015-05-14	0.13	A	172	A	0.06	A		
USGS	05427965	2015-05-15	1.50	A	108	A	0.39	A		
USGS	05427965	2015-05-16	0.34	A	150	A	0.13	A		
USGS	05427965	2015-05-17	1.37	A	137	A	0.37	A		
USGS	05427965	2015-05-18	0.59	A	145	A	0.23	A		
USGS	05427965	2015-05-19	0.23	A	154	A	0.10	A		
USGS	05427965	2015-05-20	0.13	A	168	A	0.06	A		
USGS	05427965	2015-05-21	0.08	A	215	A	0.04	A		
USGS	05427965	2015-05-22	0.05	A	226	A	0.03	A		
USGS	05427965	2015-05-23	0.05	A	242	A	0.03	A		
USGS	05427965	2015-05-24	8.10	A	153	A	1.54	A		
USGS	05427965	2015-05-25	5.86	A	117	A	1.81	A		
USGS	05427965	2015-05-26	9.06	A	99.8	A	1.75	A		
USGS	05427965	2015-05-27	2.62	A	97.9	A	0.69	A		
USGS	05427965	2015-05-28	0.63	A	103	A	0.17	A		
USGS	05427965	2015-05-29	9.12	A	87.5	A	1.63	A		
USGS	05427965	2015-05-30	11.0	A	71.2	A	1.90	A		
USGS	05427965	2015-05-31	1.40	A	78.1	A	0.29	A		
USGS	05427965	2015-06-01	0.50	A	77.2	A	0.10	A		
USGS	05427965	2015-06-02	0.35	A	81.4	A	0.08	A		
USGS	05427965	2015-06-03	0.20	A	102	A	0.05	A		
USGS	05427965	2015-06-04	0.07	A	146	A	0.03	A		
USGS	05427965	2015-06-05	0.02	A	164	A	0.01	A		
USGS	05427965	2015-06-06	0.08	A	192	A	0.04	A		
USGS	05427965	2015-06-07	0.17	A	145	A	0.06	A		
USGS	05427965	2015-06-08	1.65	A	148	A	0.23	A		
USGS	05427965	2015-06-09	0.73	A	86.7	A	0.17	A		
USGS	05427965	2015-06-10	0.30	A	115	A	0.09	A		
USGS	05427965	2015-06-11	12.5	A	87.5	A	1.67	A		
USGS	05427965	2015-06-12	26.2	A	52.5	A	3.39	A		
USGS	05427965	2015-06-13	1.71	A	61.2	A	0.27	A		
USGS	05427965	2015-06-14	1.30	A	77.3	A	0.23	A		
USGS	05427965	2015-06-15	3.97	A	59.8	A	0.48	A		
USGS	05427965	2015-06-16	1.73	A	59.7	A	0.26	A		
USGS	05427965	2015-06-17	0.36	A	80.6	A	0.08	A		
USGS	05427965	2015-06-18	0.18	A	122	A	0.06	A		
USGS	05427965	2015-06-19	0.10	A	163	A	0.04	A		
USGS	05427965	2015-06-20	0.51	A	151	A	0.11	A		
USGS	05427965	2015-06-21	0.18	A	158	A	0.08	A		
USGS	05427965	2015-06-22	6.81	A	120	A	1.16	A	14.5	A
USGS	05427965	2015-06-23	1.18	A	67.3	A	0.20	A	1.33	A
USGS	05427965	2015-06-24	0.34	A	77.9	A	0.07	A	0.36	A
USGS	05427965	2015-06-25	0.67	A	75.9	A	0.13	A	0.68	A
USGS	05427965	2015-06-26	1.21	A	61.6	A	0.20	A	1.20	A
USGS	05427965	2015-06-27	0.79	A	62.1	A	0.13	A	0.76	A
USGS	05427965	2015-06-28	6.76	A	56.5	A	0.66	A	16.6	A
USGS	05427965	2015-06-29	4.98	A	56.7	A	0.72	A	5.66	A
USGS	05427965	2015-06-30	2.05	A	55.6	A	0.31	A	2.18	A
USGS	05427965	2015-07-01	0.63	A	59.8	A	0.10	A	0.66	A
USGS	05427965	2015-07-02	0.18	A	88.2	A	0.04	A	0.19	A
USGS	05427965	2015-07-03	0.06	A	130	A	0.02	A	0.06	A
USGS	05427965	2015-07-04	0.05	A	143	A	0.02	A	0.05	A
USGS	05427965	2015-07-05	0.00	A	180	A	0.00	A	0.00	A
USGS	05427965	2015-07-06	11.1	A	120	A	0.69	A	33.6	A
USGS	05427965	2015-07-07	12.0	A	40.6	A	1.33	A	14.4	A
USGS	05427965	2015-07-08	0.76	A	49.0	A	0.09	A	0.82	A
USGS	05427965	2015-07-09	0.22	A	79.7	A	0.05	A	0.23	A
USGS	05427965	2015-07-10	0.08	A	121	A	0.03	A	0.09	A
USGS	05427965	2015-07-11	0.05	A	177	A	0.02	A	0.05	A
USGS	05427965	2015-07-12	0.02	A	219	A	0.01	A	0.02	A
USGS	05427965	2015-07-13	13.4	A	54.0	A	1.16	A	26.3	A
USGS	05427965	2015-07-14	0.91	A	46.9	A	0.11	A	1.16	A
USGS	05427965	2015-07-15	0.22	A	57.6	A	0.03	A	0.27	A
USGS	05427965	2015-07-16	6.60	A	72.7	A	0.48	A	8.63	A
USGS	05427965	2015-07-17	6.08	A	37.7	A	0.61	A	5.32	A
USGS	05427965	2015-07-18	4.04	A	36.8	A	0.35	A	3.79	A
USGS	05427965	2015-07-19	0.85	A	46.5	A	0.10	A	0.71	A
USGS	05427965	2015-07-20	0.25	A	58.0	A	0.04	A	0.20	A
USGS	05427965	2015-07-21	0.09	A	112	A	0.03	A	0.08	A
USGS	05427965	2015-07-22	0.05	A	173	A	0.02	A	0.04	A
USGS	05427965	2015-07-23	0.05	A	237	A	0.03	A	0.04	A
USGS	05427965	2015-07-24	0.03	A	253	A	0.02	A	0.02	A
USGS	05427965	2015-07-25	0.05	A	254	A	0.03	A	0.03	A
USGS	05427965	2015-07-26	0.05	A	253	A	0.03	A	0.03	A
USGS	05427965	2015-07-27	0.11	A	261	A	0.08	A	0.07	A
USGS	05427965	2015-07-28	0.09	A	263	A	0.06	A	0.06	A
USGS	05427965	2015-07-29	25.2	A	73.3	A	2.13	A	34.3	A
USGS	05427965	2015-07-30	1.77	A	86.0	A	0.40	A	1.33	A
USGS	05427965	2015-07-31	0.33	A	81.2	A	0.07	A	0.24	A
USGS	05427965	2015-08-01	0.25	A	70.1	A	0.05	A	0.18	A
USGS	05427965	2015-08-02	0.29	A	56.7	A	0.04	A	0.21	A
USGS	05427965	2015-08-03	0.17	A	96.5	A	0.04	A	0.12	A
USGS	05427965	2015-08-04	0.07	A	141	A	0.03	A	0.05	A
USGS	05427965	2015-08-05	0.05	A	229	A	0.03	A	0.04	A
USGS	05427965	2015-08-06	0.05	A	257	A	0.03	A	0.04	A
USGS	05427965	2015-08-07	0.86	A	204	A	0.14	A	0.61	A
USGS	05427965	2015-08-08	1.15	A	54.3	A	0.17	A	0.80	A
USGS	05427965	2015-08-09	0.42	A	57.9	A	0.06	A	0.29	A
USGS	05427965	2015-08-10	0.18	A	98.0	A	0.05	A	0.12	A
USGS	05427965	2015-08-11	0.09	A	166	A	0.04	A	0.06	A
USGS	05427965	2015-08-12	0.08	A	256	A	0.05	A	0.05	A
USGS	05427965	2015-08-13	0.10	A	267	A	0.07	A	0.07	A
USGS	05427965	2015-08-14	0.10	A	263	A	0.07	A	0.07	A
USGS	05427965	2015-08-15	4.93	A	163	A	0.48	A	10.7	A
USGS	05427965	2015-08-16	1.17	A	54.4	A	0.17	A	1.34	A
USGS	05427965	2015-08-17	15.3	A	54.9	A	1.20	A	27.4	A
USGS	05427965	2015-08-18	24.9	A	39.9	A	1.53	A	43.2	A
USGS	05427965	2015-08-19	17.1	A	24.2	A	1.15	A	16.9	A
USGS	05427965	2015-08-20	1.17	A	33.8	A	0.10	A	1.02	A
USGS	05427965	2015-08-21	0.27	A	64.5	A	0.04	A	0.22	A
USGS	05427965	2015-08-22	0.15	A	135	A	0.05	A	0.11	A
USGS	05427965	2015-08-23	0.12	A	169	A	0.05	A	0.09	A
USGS	05427965	2015-08-24	0.10	A	265	A	0.07	A	0.07	A
USGS	05427965	2015-08-25	0.10	A	273	A	0.07	A	0.07	A
USGS	05427965	2015-08-26	0.10	A	265	A	0.07	A	0.07	A
USGS	05427965	2015-08-27	0.10	A	263	A	0.07	A	0.07	A
USGS	05427965	2015-08-28	6.19	A	197	A	0.44	A	8.10	A
USGS	05427965	2015-08-29	30.6	A	29.5	A	2.31	A	35.0	A
USGS	05427965	2015-08-30	1.97	A	35.5	A	0.17	A	1.47	A
USGS	05427965	2015-08-31	0.31	A	71.4	A	0.06	A	0.23	A
USGS	05427965	2015-09-01	0.17	A	139	A	0.06	A	0.12	A
USGS	05427965	2015-09-02	0.11	A	219	A	0.07	A	0.08	A
USGS	05427965	2015-09-03	0.10	A	253	A	0.07	A	0.07	A
USGS	05427965	2015-09-04	0.10	A	260	A	0.07	A	0.07	A
USGS	05427965	2015-09-05	0.10	A	263	A	0.07	A	0.07	A
USGS	05427965	2015-09-06	0.10	A	263	A	0.07	A	0.06	A
USGS	05427965	2015-09-07	14.7	A	53.8	A	1.06	A	23.3	A
USGS	05427965	2015-09-08	17.0	A	30.5	A	1.07	A	24.8	A
USGS	05427965	2015-09-09	2.45	A	34.0	A	0.21	A	2.58	A
USGS	05427965	2015-09-10	2.14	A	33.6	A	0.18	A	2.28	A
USGS	05427965	2015-09-11	0.51	A	38.2	A	0.05	A	0.51	A
USGS	05427965	2015-09-12	0.21	A	68.0	A	0.04	A	0.20	A
USGS	05427965	2015-09-13	0.09	A	114	A	0.03	A	0.08	A
USGS	05427965	2015-09-14	0.06	A	172	A	0.03	A	0.05	A
USGS	05427965	2015-09-15	0.08	A	229	A	0.05	A	0.07	A
USGS	05427965	2015-09-16	0.07	A	247	A	0.05	A	0.06	A
USGS	05427965	2015-09-17	19.5	A	211	A	0.91	A	50.3	A
USGS	05427965	2015-09-18	25.3	A	26.3	A	1.80	A	36.1	A
USGS	05427965	2015-09-19	9.60	A	31.3	A	0.78	A	12.1	A
USGS	05427965	2015-09-20	0.88	A	36.9	A	0.09	A	1.08	A
USGS	05427965	2015-09-21	0.24	A	56.4	A	0.04	A	0.27	A
USGS	05427965	2015-09-22	0.21	A	91.3	A	0.05	A	0.21	A
USGS	05427965	2015-09-23	0.18	A	110	A	0.05	A	0.17	A
USGS	05427965	2015-09-24	0.09	A	121	A	0.03	A	0.08	A
USGS	05427965	2015-09-25	0.05	A	170	A	0.02	A	0.04	A
USGS	05427965	2015-09-26	0.05	A	229	A	0.03	A	0.04	A
USGS	05427965	2015-09-27	0.05	A	243	A	0.03	A	0.04	A
USGS	05427965	2015-09-28	0.05	A	250	A	0.03	A	0.04	A
USGS	05427965	2015-09-29	35.9	A	41.4	A	2.44	A	48.7	A
USGS	05427965	2015-09-30	2.96	A	34.3	A	0.26	A	2.57	A
USGS	05427965	2015-10-01	0.38	A	81.1	A	0.09	A	0.29	A
USGS	05427965	2015-10-02	0.19	A	112	A	0.06	A	0.14	A
USGS	05427965	2015-10-03	0.08	A	163	A	0.04	A	0.06	A
USGS	05427965	2015-10-04	0.05	A	209	A	0.03	A	0.04	A
USGS	05427965	2015-10-05	0.05	A	241	A	0.03	A	0.04	A
USGS	05427965	2015-10-06	0.16	A	205	A	0.07	A	0.13	A
USGS	05427965	2015-10-07	0.16	A	160	A	0.07	A	0.12	A
USGS	05427965	2015-10-08	0.08	A	222	A	0.05	A	0.06	A
USGS	05427965	2015-10-09	0.18	A	151	A	0.07	A	0.13	A
USGS	05427965	2015-10-10	0.07	A	185	A	0.03	A	0.05	A
USGS	05427965	2015-10-11	0.07	A	252	A	0.05	A	0.05	A
USGS	05427965	2015-10-12	0.08	A	225	A	0.05	A	0.06	A
USGS	05427965	2015-10-13	0.10	A	233	A	0.06	A	0.08	A
USGS	05427965	2015-10-14	0.08	A	192	A	0.04	A	0.06	A
USGS	05427965	2015-10-15	0.06	A	231	A	0.04	A	0.05	A
USGS	05427965	2015-10-16	0.09	A	259	A	0.06	A	0.07	A
USGS	05427965	2015-10-17	0.06	A	283	A	0.04	A	0.04	A
USGS	05427965	2015-10-18	0.06	A	278	A	0.04	A	0.04	A
USGS	05427965	2015-10-19	0.07	A	272	A	0.05	A	0.05	A
USGS	05427965	2015-10-20	0.08	A	267	A	0.06	A	0.06	A
USGS	05427965	2015-10-21	0.10	A	270	A	0.07	A	0.07	A
USGS	05427965	2015-10-22	0.10	A	271	A	0.07	A	0.08	A
USGS	05427965	2015-10-23	1.65	A	200	A	0.26	A	2.10	A
USGS	05427965	2015-10-24	13.3	A	43.6	A	1.17	A	34.4	A
USGS	05427965	2015-10-25	2.00	A	46.8	A	0.25	A	1.86	A
USGS	05427965	2015-10-26	0.45	A	54.9	A	0.07	A	0.38	A
USGS	05427965	2015-10-27	3.98	A	60.2	A	0.35	A	5.66	A
USGS	05427965	2015-10-28	25.1	A	34.3	A	2.15	A	43.1	A
USGS	05427965	2015-10-29	2.77	A	38.2	A	0.28	A	2.68	A
USGS	05427965	2015-10-30	0.45	A	44.9	A	0.05	A	0.39	A
USGS	05427965	2015-10-31	4.35	A	39.7	A	0.42	A	4.59	A
USGS	05427965	2015-11-01	1.67	A	41.6	A	0.18	A	1.44	A
USGS	05427965	2015-11-02	0.49	A	46.4	A	0.06	A	0.43	A
USGS	05427965	2015-11-03	0.26	A	57.0	A	0.04	A	0.22	A
USGS	05427965	2015-11-04	0.18	A	74.4	A	0.04	A	0.15	A
USGS	05427965	2015-11-05	3.52	A	80.8	A	0.27	A	9.87	A
USGS	05427965	2015-11-06	5.55	A	38.7	A	0.55	A	6.39	A
USGS	05427965	2015-11-07	0.73	A	47.1	A	0.09	A	0.61	A
USGS	05427965	2015-11-08	0.40	A	53.2	A	0.06	A	0.32	A
USGS	05427965	2015-11-09	0.29	A	60.5	A	0.05	A	0.22	A
USGS	05427965	2015-11-10	0.25	A	69.4	A	0.05	A	0.18	A
USGS	05427965	2015-11-11	5.87	A	69.0	A	0.37	A	14.7	A
USGS	05427965	2015-11-12	9.04	A	36.4	A	0.85	A	11.7	A
USGS	05427965	2015-11-13	1.11	A	42.9	A	0.13	A	1.06	A
USGS	05427965	2015-11-14	0.49	A	46.3	A	0.06	A	0.43	A
USGS	05427965	2015-11-15	0.28	A	58.7	A	0.04	A	0.22	A
USGS	05427965	2015-11-16	0.18	A	88.0	A	0.04	A	0.13	A
USGS	05427965	2015-11-17	17.1	A	57.1	A	1.10	A	30.1	A
USGS	05427965	2015-11-18	19.9	A	31.5	A	1.66	A	24.3	A
USGS	05427965	2015-11-19	2.24	A	39.7	A	0.23	A	2.16	A
USGS	05427965	2015-11-20	0.61	A	116	A	0.28	A	0.51	A
USGS	05427965	2015-11-21	1.46	A	780	A	3.39	A	1.15	A
USGS	05427965	2015-11-22	0.62	A	263	A	0.50	A	0.47	A
USGS	05427965	2015-11-23	0.31	A	232	A	0.19	A	0.22	A
USGS	05427965	2015-11-24	0.28	A	322	A	0.26	A	0.18	A
USGS	05427965	2015-11-25	0.62	A	386	A	0.54	A	0.39	A
USGS	05427965	2015-11-26	18.5	A	159	A	4.79	A	20.1	A
USGS	05427965	2015-11-27	20.1	A	143	A	7.14	A	15.7	A
USGS	05427965	2015-11-28	1.72	A	153	A	0.71	A	1.16	A
USGS	05427965	2015-11-29	0.32	A	155	A	0.14	A	0.20	A
USGS	05427965	2015-11-30	6.11	A	147	A	1.70	A	4.78	A
USGS	05427965	2015-12-01	6.49	A	133	A	2.21	A	5.25	A
USGS	05427965	2015-12-02	0.80	A	304	A	0.60	A	0.47	A
USGS	05427965	2015-12-03	0.32	A	232	A	0.20	A	0.16	A
USGS	05427965	2015-12-04	0.18	A	204	A	0.10	A	0.09	A
USGS	05427965	2015-12-05	0.22	A	199	A	0.12	A	0.10	A
USGS	05427965	2015-12-06	0.16	A	207	A	0.09	A	0.07	A
USGS	05427965	2015-12-07	0.11	A	228	A	0.07	A	0.05	A
USGS	05427965	2015-12-08	0.09	A	252	A	0.06	A	0.04	A
USGS	05427965	2015-12-09	0.05	A	259	A	0.03	A	0.02	A
USGS	05427965	2015-12-10	0.41	A	244	A	0.23	A	0.15	A
USGS	05427965	2015-12-11	0.65	A	219	A	0.38	A	0.23	A
USGS	05427965	2015-12-12	0.24	A	220	A	0.14	A	0.08	A
USGS	05427965	2015-12-13	16.4	A	152	A	3.28	A	13.6	A
USGS	05427965	2015-12-14	32.8	A	98.5	A	7.66	A	21.7	A
USGS	05427965	2015-12-15	4.82	A	135	A	1.93	A	1.81	A
USGS	05427965	2015-12-16	1.00	A	120	A	0.34	A	0.37	A
USGS	05427965	2015-12-17	0.29	A	131	A	0.10	A	0.10	A
USGS	05427965	2015-12-18	0.21	A	155	A	0.09	A	0.08	A
USGS	05427965	2015-12-19	0.11	A	180	A	0.05	A	0.04	A
USGS	05427965	2015-12-20	0.06	A	205	A	0.04	A	0.02	A
USGS	05427965	2015-12-21	0.55	A	123	A	0.15	A	0.18	A
USGS	05427965	2015-12-22	0.44	A	95.0	A	0.11	A	0.14	A
USGS	05427965	2015-12-23	5.39	A	74.8	A	0.76	A	2.65	A
USGS	05427965	2015-12-24	1.83	A	84.7	A	0.41	A	0.66	A
USGS	05427965	2015-12-25	0.69	A	84.3	A	0.16	A	0.25	A
USGS	05427965	2015-12-26	0.72	A	89.0	A	0.16	A	0.25	A
USGS	05427965	2015-12-27	0.44	A	87.0	A	0.10	A	0.16	A
USGS	05427965	2015-12-28	0.23	A	101	A	0.06	A	0.08	A
USGS	05427965	2015-12-29	0.32	A	302	A	0.29	A	0.11	A
USGS	05427965	2015-12-30	0.29	A	422	A	0.33	A	0.10	A
USGS	05427965	2015-12-31	0.20	A	316	A	0.17	A	0.07	A
USGS	05427965	2016-01-01	0.12	A	492	A	0.16	A	0.04	A
USGS	05427965	2016-01-02	0.10	A	508	A	0.13	A	0.03	A
USGS	05427965	2016-01-03	0.09	A	569	A	0.14	A	0.03	A
USGS	05427965	2016-01-04	0.10	A	501	A	0.13	A	0.03	A
USGS	05427965	2016-01-05	0.10	A	435	A	0.12	A	0.03	A
USGS	05427965	2016-01-06	0.22	A	345	A	0.17	A	0.07	A
USGS	05427965	2016-01-07	0.13	A	563	A	0.39	A	0.04	A
USGS	05427965	2016-01-08	6.38	A	587	A	5.58	A	3.15	A
USGS	05427965	2016-01-09	3.58	A	417	A	3.41	A	1.38	A
USGS	05427965	2016-01-10	0.92	A	283	A	0.73	A	0.33	A
USGS	05427965	2016-01-11	0.44	A	242	A	0.29	A	0.16	A
USGS	05427965	2016-01-12	0.27	A	316	A	0.23	A	0.10	A
USGS	05427965	2016-01-13	0.09	A	349	A	0.08	A	0.03	A
USGS	05427965	2016-01-14	0.13	A	423	A	0.15	A	0.05	A
USGS	05427965	2016-01-15	0.11	A	401	A	0.12	A	0.04	A
USGS	05427965	2016-01-16	0.07	A	407	A	0.08	A	0.03	A
USGS	05427965	2016-01-17	0.00	A	402	A	0.00	A	0.00	A
USGS	05427965	2016-01-18	0.00	A	189	A	0.00	A	0.00	A
USGS	05427965	2016-01-19	0.00	A	10.7	A	0.00	A	0.00	A
USGS	05427965	2016-01-20	0.02	A	50.1	A	0.01	A	0.00	A
USGS	05427965	2016-01-21	0.03	A	158	A	0.02	A	0.01	A
USGS	05427965	2016-01-22	0.00	A	42.3	A	0.00	A	0.00	A
USGS	05427965	2016-01-23	0.00	A	15.1	A	0.00	A	0.00	A
USGS	05427965	2016-01-24	0.00	A	16.9	A	0.00	A	0.00	A
USGS	05427965	2016-01-25	0.00	A	18.8	A	0.00	A	0.00	A
USGS	05427965	2016-01-26	0.00	A	66.3	A	0.00	A	0.00	A
USGS	05427965	2016-01-27	0.00	A	751	A	0.00	A	0.00	A
USGS	05427965	2016-01-28	0.06	A	1330	A	0.22	A	0.02	A
USGS	05427965	2016-01-29	0.05	A	1140	A	0.14	A	0.02	A
USGS	05427965	2016-01-30	0.11	A	1020	A	0.29	A	0.04	A
USGS	05427965	2016-01-31	0.37	A	1280	A	1.26	A	0.13	A
USGS	05427965	2016-02-01	0.99	A	752	A	1.71	A	0.34	A
USGS	05427965	2016-02-02	1.11	A	872	A	3.44	A	0.38	A
USGS	05427965	2016-02-03	2.31	A	1240	A	8.05	A	0.78	A
USGS	05427965	2016-02-04	1.08	A	680	A	1.95	A	0.36	A
USGS	05427965	2016-02-05	0.55	A	620	A	0.92	A	0.18	A
USGS	05427965	2016-02-06	0.31	A	622	A	0.52	A	0.10	A
USGS	05427965	2016-02-07	0.84	A	559	A	1.22	A	0.28	A
USGS	05427965	2016-02-08	0.83	A	548	A	1.24	A	0.28	A
USGS	05427965	2016-02-09	0.29	A	646	A	0.51	A	0.10	A
USGS	05427965	2016-02-10	0.15	A	627	A	0.25	A	0.05	A
USGS	05427965	2016-02-11	0.10	A	600	A	0.16	A	0.03	A
USGS	05427965	2016-02-12	0.10	A	471	A	0.13	A	0.03	A
USGS	05427965	2016-02-13	0.10	A	357	A	0.10	A	0.03	A
USGS	05427965	2016-02-14	0.10	A	321	A	0.09	A	0.03	A
USGS	05427965	2016-02-15	0.10	A	359	A	0.10	A	0.03	A
USGS	05427965	2016-02-16	0.11	A	944	A	0.27	A	0.03	A
USGS	05427965	2016-02-17	0.12	A	1640	A	0.54	A	0.04	A
USGS	05427965	2016-02-18	0.17	A	2680	A	1.09	A	0.06	A
USGS	05427965	2016-02-19	11.4	A	838	A	14.0	A	24.7	A
USGS	05427965	2016-02-20	7.44	A	553	A	9.28	A	15.0	A
USGS	05427965	2016-02-21	2.33	A	619	A	3.89	A	2.95	A
USGS	05427965	2016-02-22	0.90	A	607	A	1.48	A	0.97	A
USGS	05427965	2016-02-23	0.54	A	544	A	0.77	A	0.53	A
USGS	05427965	2016-02-24	0.32	A	528	A	0.46	A	0.29	A
USGS	05427965	2016-02-25	0.22	A	622	A	0.37	A	0.18	A
